"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Police personnel and selected crime statistics, municipal police services",35100077,254-0004,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3510007701",,"CURRENT - a cube available to the public and that is current",Annual,2000-01-01,2019-01-01,2

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
1,Geography,1,
2,Statistics,1;12;17,

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
1,"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal",[35221],383,,,,
1,"Peterborough-Lakefield, Ontario, municipal",[35222],384,,,,
1,"Port Hope, Ontario, municipal",[35235],385,,,,
1,"Saugeen Shores, Ontario, municipal",[35240],386,,,,
1,"Prescott, Ontario, municipal",[35243],387,,,,
1,"St. Thomas, Ontario, municipal",[35258],388,,,,
1,"Sarnia, Ontario, municipal",[35261],389,,,,
1,"Sault Ste. Marie, Ontario, municipal",[35262],390,,,,
1,"Shelburne, Ontario, municipal",[35265],391,,,,
1,"Smiths Falls, Ontario, municipal",[35268],392,,,,
1,"Stirling, Ontario, municipal",[35273],393,,,,
1,"South Simcoe (Innisfil), Ontario, municipal",[35275],394,,,,
1,"Stratford, Ontario, municipal",[35281],395,,,,
1,"Strathroy-Caradoc, Ontario, municipal",[35282],396,,,,
1,"Sturgeon Falls, Ontario, municipal",[35284],397,,,,
1,"Timmins, Ontario, municipal",[35289],398,,,,
1,"Greater Sudbury, Ontario, municipal",[35290],399,,,,
1,"Waterloo Region (Kitchener), Ontario, municipal",[35291],400,,,,
1,"Thunder Bay, Ontario, municipal",[35299],401,,,,
1,"Toronto, Ontario, municipal",[35304],402,,,,
1,"Trenton, Ontario, municipal",[35307],403,,,,
1,"United Chiefs and Councils of Manitoulin (UCCM) Anishnaabe, Ontario, municipal",[35320],404,,,,
1,"Windsor, Ontario, municipal",[35331],405,,,,
1,"Wingham, Ontario, municipal",[35332],406,,,,
1,"York Region (Markham/Vaughn), Ontario, municipal",[35335],407,,,,
1,"Atikokan, Ontario, municipal",[35353],408,,,,
1,"Superior East (Wawa), Ontario, Ontario Provincial Police, municipal",[35375],409,,,,
1,"LaSalle, Ontario, municipal",[35388],410,,,,
1,"Terrace Bay, Ontario, municipal",[35399],411,,,,
1,"Elliot Lake, Ontario, municipal",[35411],412,,,,
1,"Arnprior, Ontario, Ontario Provincial Police, municipal",[35458],413,,,,
1,"Caledon, Ontario, Ontario Provincial Police, municipal",[35461],414,,,,
1,"Fort Frances (Rainy River District), Ontario, Ontario Provincial Police, municipal",[35464],415,,,,
1,"Orillia, Ontario, Ontario Provincial Police, municipal",[35465],416,,,,
1,"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal",[35469],417,,,,
1,"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal",[35470],418,,,,
1,"Marathon, Ontario, Ontario Provincial Police, municipal",[35471],419,,,,
1,"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal",[35476],420,,,,
1,"Kirkland Lake, Ontario, Ontario Provincial Police, municipal",[35477],421,,,,
1,"Clinton, Ontario, Ontario Provincial Police, municipal",[35479],422,,,,
1,"Huron East, Ontario, Ontario Provincial Police, municipal",[35480],423,,,,
1,"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal",[35481],424,,,,
1,"South Bruce (Kincardine), Ontario, Ontario Provincial Police, municipal",[35482],425,,,,
1,"Perth County (West Perth), Ontario, Ontario Provincial Police, municipal",[35486],426,,,,
1,"Perth County (St. Marys), Ontario, Ontario Provincial Police, municipal",[35487],427,,,,
1,"East Perth, Ontario, Ontario Provincial Police, municipal",[35488],428,,,,
1,"Wiarton (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal",[35489],429,,,,
1,"Collingwood, Ontario, Ontario Provincial Police, municipal",[35491],430,,,,
1,"Huron (Goderich), Ontario, Ontario Provincial Police, municipal",[35493],431,,,,
1,"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal",[35494],432,,,,
1,"Rama, Ontario",[35497],433,,,,
1,"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal",[35502],434,,,,
1,"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal",[35506],435,,,,
1,"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal",[35508],436,,,,
1,"Altona, Manitoba, municipal",[46001],440,,,,
1,"Brandon, Manitoba, municipal",[46005],441,,,,
1,"Morden, Manitoba, municipal",[46033],442,,,,
1,"Rivers, Manitoba, municipal",[46040],443,,,,
1,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",[46041],444,,,,
1,"Winkler, Manitoba, municipal",[46061],445,,,,
1,"Winnipeg, Manitoba, municipal",[46064],446,,,,
1,"East St. Paul, Manitoba, municipal",[46065],447,,,,
1,"Ste. Anne, Manitoba, municipal",[46068],448,,,,
1,"Manitoba First Nations, Manitoba, municipal",[46070],449,,,,
1,"Souris, Manitoba, Royal Canadian Mounted Police, municipal",[46729],450,,,,
1,"Killarney, Manitoba, Royal Canadian Mounted Police, municipal",[46730],451,,,,
1,"Neepawa, Manitoba, Royal Canadian Mounted Police, municipal",[46733],452,,,,
1,"Minnedosa, Manitoba, Royal Canadian Mounted Police, municipal",[46735],453,,,,
1,"Russell, Manitoba, Royal Canadian Mounted Police, municipal",[46740],454,,,,
1,"Virden, Manitoba, Royal Canadian Mounted Police, municipal",[46744],455,,,,
1,"Dauphin, Manitoba, Royal Canadian Mounted Police, municipal",[46753],456,,,,
1,"Flin Flon, Manitoba, Royal Canadian Mounted Police, municipal",[46756],457,,,,
1,"Gillam, Manitoba, Royal Canadian Mounted Police, municipal",[46761],458,,,,
1,"Roblin, Manitoba, Royal Canadian Mounted Police, municipal",[46765],459,,,,
1,"Swan River, Manitoba, Royal Canadian Mounted Police, municipal",[46770],460,,,,
1,"The Pas, Manitoba, Royal Canadian Mounted Police, municipal",[46772],461,,,,
1,"Thompson, Manitoba, Royal Canadian Mounted Police, municipal",[46774],462,,,,
1,"Leaf Rapids, Manitoba, Royal Canadian Mounted Police, municipal",[46779],463,,,,
1,"Beausejour, Manitoba, Royal Canadian Mounted Police, municipal",[46783],464,,,,
1,"Carman, Manitoba, Royal Canadian Mounted Police, municipal",[46786],465,,,,
1,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",[46791],466,,,,
1,"Pinawa, Manitoba, Royal Canadian Mounted Police, municipal",[46800],467,,,,
1,"Portage La Prairie, Manitoba, Royal Canadian Mounted Police, municipal",[46801],468,,,,
1,"Selkirk, Manitoba, Royal Canadian Mounted Police, municipal",[46804],469,,,,
1,"Stonewall, Manitoba, Royal Canadian Mounted Police, municipal",[46806],470,,,,
1,"Steinbach, Manitoba, Royal Canadian Mounted Police, municipal",[46816],471,,,,
1,"Boissevain, Manitoba, Royal Canadian Mounted Police, municipal",[46817],472,,,,
1,"File Hills First Nations, Saskatchewan, municipal",[47001],473,,,,
1,"Martensville, Saskatchewan, Royal Canadian Mounted Police, municipal",[47004],474,,,,
1,"Caronport, Saskatchewan, municipal",[47010],475,,,,
1,"Estevan, Saskatchewan, municipal",[47017],476,,,,
1,"Moose Jaw, Saskatchewan, municipal",[47045],477,,,,
1,"Prince Albert, Saskatchewan, municipal",[47055],478,,,,
1,"Regina, Saskatchewan, municipal",[47063],479,,,,
1,"Saskatoon, Saskatchewan, municipal",[47066],480,,,,
1,"Weyburn, Saskatchewan, municipal",[47083],481,,,,
1,"Cudworth, Saskatchewan, municipal",[47089],482,,,,
1,"Dalmeny, Saskatchewan, municipal",[47091],483,,,,
1,"Stoughton, Saskatchewan, municipal",[47095],484,,,,
1,"Luseland, Saskatchewan, municipal",[47098],485,,,,
1,"Corman Park, Saskatchewan, municipal",[47101],486,,,,
1,"Battleford, Saskatchewan, Royal Canadian Mounted Police, municipal",[47707],487,,,,
1,"Lloydminster, Saskatchewan, Royal Canadian Mounted Police, municipal",[47714],488,,,,
1,"Meadow Lake, Saskatchewan, Royal Canadian Mounted Police, municipal",[47718],489,,,,
1,"North Battleford, Saskatchewan, Royal Canadian Mounted Police, municipal",[47721],490,,,,
1,"Wilkie, Saskatchewan, Royal Canadian Mounted Police, municipal",[47730],491,,,,
1,"Unity, Saskatchewan, Royal Canadian Mounted Police, municipal",[47732],492,,,,
1,"Creighton, Saskatchewan, Royal Canadian Mounted Police, municipal",[47748],493,,,,
1,"Hudson Bay, Saskatchewan, Royal Canadian Mounted Police, municipal",[47751],494,,,,
1,"Melfort, Saskatchewan, Royal Canadian Mounted Police, municipal",[47757],495,,,,
1,"Nipawin, Saskatchewan, Royal Canadian Mounted Police, municipal",[47759],496,,,,
1,"Tisdale, Saskatchewan, Royal Canadian Mounted Police, municipal",[47770],497,,,,
1,"Fort Qu'appelle, Saskatchewan, Royal Canadian Mounted Police, municipal",[47808],498,,,,
1,"Indian Head, Saskatchewan, Royal Canadian Mounted Police, municipal",[47810],499,,,,
1,"Moosomin, Saskatchewan, Royal Canadian Mounted Police, municipal",[47817],500,,,,
1,"Biggar, Saskatchewan, Royal Canadian Mounted Police, municipal",[47843],501,,,,
1,"Humboldt, Saskatchewan, Royal Canadian Mounted Police, municipal",[47848],502,,,,
1,"Kindersley, Saskatchewan, Royal Canadian Mounted Police, municipal",[47852],503,,,,
1,"Lanigan, Saskatchewan, Royal Canadian Mounted Police, municipal",[47855],504,,,,
1,"Outlook, Saskatchewan, Royal Canadian Mounted Police, municipal",[47856],505,,,,
1,"Rosetown, Saskatchewan, Royal Canadian Mounted Police, municipal",[47858],506,,,,
1,"Watrous, Saskatchewan, Royal Canadian Mounted Police, municipal",[47865],507,,,,
1,"Assiniboia, Saskatchewan, Royal Canadian Mounted Police, municipal",[47880],508,,,,
1,"Maple Creek, Saskatchewan, Royal Canadian Mounted Police, municipal",[47895],509,,,,
1,"Shaunavon, Saskatchewan, Royal Canadian Mounted Police, municipal",[47900],510,,,,
1,"Swift Current, Saskatchewan, Royal Canadian Mounted Police, municipal",[47906],511,,,,
1,"Canora, Saskatchewan, Royal Canadian Mounted Police, municipal",[47913],512,,,,
1,"Esterhazy, Saskatchewan, Royal Canadian Mounted Police, municipal",[47915],513,,,,
1,"Kamsack, Saskatchewan, Royal Canadian Mounted Police, municipal",[47919],514,,,,
1,"Melville, Saskatchewan, Royal Canadian Mounted Police, municipal",[47923],515,,,,
1,"Wadena, Saskatchewan, Royal Canadian Mounted Police, municipal",[47930],516,,,,
1,"Yorkton, Saskatchewan, Royal Canadian Mounted Police, municipal",[47931],517,,,,
1,"Wynyard, Saskatchewan, Royal Canadian Mounted Police, municipal",[47936],518,,,,
1,"La Ronge, Saskatchewan, Royal Canadian Mounted Police, municipal",[47939],519,,,,
1,"Warman, Saskatchewan, Royal Canadian Mounted Police, municipal",[47956],520,,,,
1,"Driftpile, Alberta, municipal",[48003],521,,,,
1,"Tsuu Tina, Alberta, municipal",[48004],522,,,,
1,"Chestermere, Alberta, Royal Canadian Mounted Police, municipal",[48005],523,,,,
1,"North Peace Tribal, Alberta, municipal",[48006],524,,,,
1,"Lloydminster, Alberta, Royal Canadian Mounted Police, municipal",[48007],525,,,,
1,"Redcliff, Alberta, Royal Canadian Mounted Police, municipal",[48008],526,,,,
1,"Calgary, Alberta, municipal",[48014],527,,,,
1,"Camrose, Alberta, municipal",[48015],528,,,,
1,"Lakeshore Regional, Alberta, municipal",[48017],529,,,,
1,"Coaldale, Alberta, municipal",[48021],530,,,,
1,"Edmonton, Alberta, municipal",[48033],531,,,,
1,"Lacombe, Alberta, municipal",[48052],532,,,,
1,"Lethbridge Region, Alberta, municipal",[48054],533,,,,
1,"Medicine Hat, Alberta, municipal",[48062],534,,,,
1,"Taber, Alberta, municipal",[48088],535,,,,
1,"Hobbema, Alberta, municipal",[48090],536,,,,
1,"Blood Tribe (Standoff), Alberta, municipal",[48091],537,,,,
1,"Siksika Nation, Alberta, municipal",[48092],538,,,,
1,"Beaumont, Alberta, Royal Canadian Mounted Police, municipal",[48704],539,,,,
1,"Brooks, Alberta, Royal Canadian Mounted Police, municipal",[48708],540,,,,
1,"Hanna, Alberta, Royal Canadian Mounted Police, municipal",[48714],541,,,,
1,"Drumheller, Alberta, Royal Canadian Mounted Police, municipal",[48715],542,,,,
1,"High River, Alberta, Royal Canadian Mounted Police, municipal",[48720],543,,,,
1,"Canmore, Alberta, Royal Canadian Mounted Police, municipal",[48729],544,,,,
1,"Banff, Alberta, Royal Canadian Mounted Police, municipal",[48731],545,,,,
1,"Bonnyville, Alberta, Royal Canadian Mounted Police, municipal",[48742],546,,,,
1,"Edson, Alberta, Royal Canadian Mounted Police, municipal",[48747],547,,,,
1,"Wood Buffalo, Alberta, Royal Canadian Mounted Police, municipal",[48756],548,,,,
1,"Lac La Biche, Alberta, Royal Canadian Mounted Police, municipal",[48764],549,,,,
1,"Strathcona, Alberta, Royal Canadian Mounted Police, municipal",[48768],550,,,,
1,"St. Albert, Alberta, Royal Canadian Mounted Police, municipal",[48770],551,,,,
1,"St. Paul, Alberta, Royal Canadian Mounted Police, municipal",[48772],552,,,,
1,"Vegreville, Alberta, Royal Canadian Mounted Police, municipal",[48780],553,,,,
1,"Vermilion, Alberta, Royal Canadian Mounted Police, municipal",[48782],554,,,,
1,"Wainwright, Alberta, Royal Canadian Mounted Police, municipal",[48786],555,,,,
1,"Whitecourt, Alberta, Royal Canadian Mounted Police, municipal",[48789],556,,,,
1,"Athabaska, Alberta, Royal Canadian Mounted Police, municipal",[48792],557,,,,
1,"Drayton Valley, Alberta, Royal Canadian Mounted Police, municipal",[48793],558,,,,
1,"Grande Cache, Alberta, Royal Canadian Mounted Police, municipal",[48794],559,,,,
1,"Spruce Grove, Alberta, Royal Canadian Mounted Police, municipal",[48795],560,,,,
1,"Stony Plain, Alberta, Royal Canadian Mounted Police, municipal",[48796],561,,,,
1,"Cold Lake, Alberta, Royal Canadian Mounted Police, municipal",[48797],562,,,,
1,"Leduc, Alberta, Royal Canadian Mounted Police, municipal",[48798],563,,,,
1,"Westlock, Alberta, Royal Canadian Mounted Police, municipal",[48799],564,,,,
1,"Fort Saskatchewan, Alberta, Royal Canadian Mounted Police, municipal",[48800],565,,,,
1,"Swan Hills, Alberta, Royal Canadian Mounted Police, municipal",[48801],566,,,,
1,"Claresholm, Alberta, Royal Canadian Mounted Police, municipal",[48814],567,,,,
1,"Fort Macleod, Alberta, Royal Canadian Mounted Police, municipal",[48817],568,,,,
1,"Pincher Creek, Alberta, Royal Canadian Mounted Police, municipal",[48825],569,,,,
1,"Raymond, Alberta, Royal Canadian Mounted Police, municipal",[48830],570,,,,
1,"Grimshaw, Alberta, Royal Canadian Mounted Police, municipal",[48841],571,,,,
1,"Grande Prairie, Alberta, Royal Canadian Mounted Police, municipal",[48846],572,,,,
1,"High Prairie, Alberta, Royal Canadian Mounted Police, municipal",[48850],573,,,,
1,"Fairview, Alberta, Royal Canadian Mounted Police, municipal",[48852],574,,,,
1,"Peace River, Alberta, Royal Canadian Mounted Police, municipal",[48854],575,,,,
1,"Slave Lake, Alberta, Royal Canadian Mounted Police, municipal",[48858],576,,,,
1,"High Level, Alberta, Royal Canadian Mounted Police, municipal",[48859],577,,,,
1,"Valleyview, Alberta, Royal Canadian Mounted Police, municipal",[48861],578,,,,
1,"Fox Creek, Alberta, Royal Canadian Mounted Police, municipal",[48863],579,,,,
1,"Didsbury, Alberta, Royal Canadian Mounted Police, municipal",[48874],580,,,,
1,"Innisfail, Alberta, Royal Canadian Mounted Police, municipal",[48875],581,,,,
1,"Olds, Alberta, Royal Canadian Mounted Police, municipal",[48878],582,,,,
1,"Red Deer, Alberta, Royal Canadian Mounted Police, municipal",[48882],583,,,,
1,"Blackfalds, Alberta, Royal Canadian Mounted Police, rural",[48883],584,,,,
1,"Stettler, Alberta, Royal Canadian Mounted Police, municipal",[48886],585,,,,
1,"Rocky Mountain House, Alberta, Royal Canadian Mounted Police, municipal",[48888],586,,,,
1,"Wetaskiwin, Alberta, Royal Canadian Mounted Police, municipal",[48890],587,,,,
1,"Ponoka, Alberta, Royal Canadian Mounted Police, municipal",[48893],588,,,,
1,"Cardston, Alberta, Royal Canadian Mounted Police, municipal",[48894],589,,,,
1,"Devon, Alberta, Royal Canadian Mounted Police, municipal",[48896],590,,,,
1,"Morinville, Alberta, Royal Canadian Mounted Police, municipal",[48897],591,,,,
1,"Airdrie, Alberta, Royal Canadian Mounted Police, municipal",[48899],592,,,,
1,"Cochrane, Alberta, Royal Canadian Mounted Police, municipal",[48900],593,,,,
1,"Redwater, Alberta, Royal Canadian Mounted Police, municipal",[48902],594,,,,
1,"Strathmore, Alberta, Royal Canadian Mounted Police, municipal",[48903],595,,,,
1,"Sylvan Lake, Alberta, Royal Canadian Mounted Police, municipal",[48904],596,,,,
1,"Three Hills, Alberta, Royal Canadian Mounted Police, municipal",[48905],597,,,,
1,"Okotoks, Alberta, Royal Canadian Mounted Police, municipal",[48906],598,,,,
1,"Rimbey, Alberta, Royal Canadian Mounted Police, municipal",[48911],599,,,,
1,"Blairmore, Alberta, Royal Canadian Mounted Police, municipal",[48917],600,,,,
1,"Hinton, Alberta, Royal Canadian Mounted Police, municipal",[48930],601,,,,
1,"Barrhead, Alberta, Royal Canadian Mounted Police, municipal",[48934],602,,,,
1,"Central Saanich, British Columbia, municipal",[59001],603,,,,
1,"Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia, municipal",[59002],604,,,,
1,"Delta, British Columbia, municipal",[59004],605,,,,
1,"Esquimalt, British Columbia, municipal",[59005],606,,,,
1,"Klemtu, British Columbia, municipal",[59006],607,,,,
1,"Lake Cowichan, British Columbia, municipal",[59007],608,,,,
1,"Abbotsford, British Columbia, municipal",[59009],609,,,,
1,"Nelson, British Columbia, municipal",[59011],610,,,,
1,"New Westminster, British Columbia, municipal",[59012],611,,,,
1,"Oak Bay, British Columbia, municipal",[59015],612,,,,
1,"Port Moody, British Columbia, municipal",[59016],613,,,,
1,"Saanich, British Columbia, municipal",[59019],614,,,,
1,"Sooke, British Columbia, Royal Canadian Mounted Police, municipal",[59020],615,,,,
1,"Greater Vancouver Transportation, British Columbia",[59022],616,,,,
1,"Vancouver, British Columbia, municipal",[59023],617,,,,
1,"Victoria, British Columbia, municipal",[59025],618,,,,
1,"West Vancouver, British Columbia, municipal",[59026],619,,,,
1,"West Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",[59027],620,,,,
1,"Duncan, British Columbia, Royal Canadian Mounted Police, municipal",[59028],621,,,,
1,"Kent, British Columbia, Royal Canadian Mounted Police, municipal",[59029],622,,,,
1,"Northern Rockies Regional municipality, British Columbia, Royal Canadian Mounted Police, municipal",[59033],623,,,,
1,"Lower Mainland Integrated Teams, British Columbia",[59034],624,,,,
1,"Burnaby, British Columbia, Royal Canadian Mounted Police, municipal",[59703],625,,,,
1,"Surrey, British Columbia, Royal Canadian Mounted Police, municipal",[59704],626,,,,
1,"Coquitlam, British Columbia, Royal Canadian Mounted Police, municipal",[59705],627,,,,
1,"North Vancouver City, British Columbia, Royal Canadian Mounted Police, municipal",[59706],628,,,,
1,"North Vancouver District, British Columbia, Royal Canadian Mounted Police, municipal",[59707],629,,,,
1,"Port Coquitlam, British Columbia, Royal Canadian Mounted Police, municipal",[59708],630,,,,
1,"Prince George, British Columbia, Royal Canadian Mounted Police, municipal",[59710],631,,,,
1,"Richmond, British Columbia, Royal Canadian Mounted Police, municipal",[59711],632,,,,
1,"Spallumcheen, British Columbia, Royal Canadian Mounted Police, rural",[59718],633,,,,
1,"Ladysmith, British Columbia, Royal Canadian Mounted Police, municipal",[59719],634,,,,
1,"Chilliwack, British Columbia, Royal Canadian Mounted Police, municipal",[59724],635,,,,
1,"Maple Ridge, British Columbia, Royal Canadian Mounted Police, municipal",[59727],636,,,,
1,"Langley Township, British Columbia, Royal Canadian Mounted Police, municipal",[59731],637,,,16,
1,"Mission, British Columbia, Royal Canadian Mounted Police, municipal",[59734],638,,,,
1,"Penticton, British Columbia, Royal Canadian Mounted Police, municipal",[59737],639,,,,
1,"Summerland, British Columbia, Royal Canadian Mounted Police, municipal",[59741],640,,,,
1,"Qualicum Beach, British Columbia, Royal Canadian Mounted Police, municipal",[59744],641,,,,
1,"Lake Country, British Columbia, Royal Canadian Mounted Police, municipal",[59748],642,,,,
1,"Hope, British Columbia, Royal Canadian Mounted Police, municipal",[59749],643,,,,
1,"Kamloops, British Columbia, Royal Canadian Mounted Police, municipal",[59763],644,,,,
1,"Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",[59765],645,,,,
1,"Salmon Arm, British Columbia, Royal Canadian Mounted Police, municipal",[59776],646,,,,
1,"Vernon, British Columbia, Royal Canadian Mounted Police, municipal",[59780],647,,,,
1,"Merritt, British Columbia, Royal Canadian Mounted Police, municipal",[59783],648,,,,
1,"Whistler, British Columbia, Royal Canadian Mounted Police, municipal",[59784],649,,,,
1,"Cranbrook, British Columbia, Royal Canadian Mounted Police, municipal",[59792],650,,,,
1,"Kimberley, British Columbia, Royal Canadian Mounted Police, municipal",[59801],651,,,,
1,"Trail, British Columbia, Royal Canadian Mounted Police, municipal",[59811],652,,,,
1,"Port Hardy, British Columbia, Royal Canadian Mounted Police, municipal",[59813],653,,,,
1,"Revelstoke, British Columbia, Royal Canadian Mounted Police, municipal",[59814],654,,,,
1,"North Saanich, British Columbia, Royal Canadian Mounted Police, municipal",[59815],655,,,,
1,"Coldstream, British Columbia, Royal Canadian Mounted Police, municipal",[59816],656,,,,
1,"Parksville, British Columbia, Royal Canadian Mounted Police, municipal",[59817],657,,,,
1,"Pitt Meadows, British Columbia, Royal Canadian Mounted Police, municipal",[59818],658,,,,
1,"Colwood, British Columbia, Royal Canadian Mounted Police, municipal",[59819],659,,,,
1,"Dawson Creek, British Columbia, Royal Canadian Mounted Police, municipal",[59822],660,,,,
1,"Quesnel, British Columbia, Royal Canadian Mounted Police, municipal",[59837],661,,,,
1,"Fort St John, British Columbia, Royal Canadian Mounted Police, municipal",[59838],662,,,,
1,"Langford, British Columbia, Royal Canadian Mounted Police, municipal",[59844],663,,,,
1,"Kitimat, British Columbia, Royal Canadian Mounted Police, municipal",[59850],664,,,,
1,"Prince Rupert, British Columbia, Royal Canadian Mounted Police, municipal",[59854],665,,,,
1,"Terrace, British Columbia, Royal Canadian Mounted Police, municipal",[59861],666,,,,
1,"Sechelt, British Columbia, Royal Canadian Mounted Police, municipal",[59863],667,,,,
1,"View Royal, British Columbia, Royal Canadian Mounted Police, municipal",[59864],668,,,,
1,"Smithers, British Columbia, Royal Canadian Mounted Police, municipal",[59866],669,,,,
1,"Squamish, British Columbia, Royal Canadian Mounted Police, municipal",[59870],670,,,,
1,"Powell River, British Columbia, Royal Canadian Mounted Police, municipal",[59873],671,,,,
1,"White Rock, British Columbia, Royal Canadian Mounted Police, municipal",[59880],672,,,,
1,"Campbell River, British Columbia, Royal Canadian Mounted Police, municipal",[59891],673,,,,
1,"Courtenay, British Columbia, Royal Canadian Mounted Police, municipal",[59895],674,,,,
1,"Nanaimo, British Columbia, Royal Canadian Mounted Police, municipal",[59904],675,,,,
1,"North Cowichan, British Columbia, Royal Canadian Mounted Police, municipal",[59906],676,,,,
1,"Port Alberni, British Columbia, Royal Canadian Mounted Police, municipal",[59908],677,,,,
1,"Sidney, British Columbia, Royal Canadian Mounted Police, municipal",[59925],678,,,,
1,"Comox, British Columbia, Royal Canadian Mounted Police, municipal",[59926],679,,,,
1,"Williams Lake, British Columbia, Royal Canadian Mounted Police, municipal",[59927],680,,,,
1,"Castlegar, British Columbia, Royal Canadian Mounted Police, municipal",[59928],681,,,,
1,"Mackenzie, British Columbia, Royal Canadian Mounted Police, municipal",[59929],682,,,,
1,"Langley City, British Columbia, Royal Canadian Mounted Police, municipal",[59930],683,,,16,
1,"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal",[35215],684,,,,
1,"Middleton, Nova Scotia, municipal",[12031],685,,,,
1,"La Pocatière, Quebec, municipal",[24130],686,,,,
1,"Lery, Quebec, municipal",[24149],687,,,,
1,"Chandler, Quebec, municipal",[24189],688,,,,
1,"Tracy, Quebec, municipal",[24336],689,,,,
1,"Métabetchouan, Quebec, municipal",[24362],690,,,,
1,"Brighton Township, Ontario, Ontario Provincial Police, municipal",[35017],691,,,,
1,"East Nipissing group of three, Ontario, Ontario Provincial Police, municipal",[35061],692,,,,
1,"North Parry Sound group of two, Ontario, Ontario Provincial Police, municipal",[35067],693,,,,
1,"Paris, Ontario, municipal",[35214],694,,,,
1,"Renfrew, Ontario, municipal",[35247],695,,,,
1,"Tillsonburg, Ontario, municipal",[35302],696,,,,
1,"Red Rock, Ontario, municipal",[35414],697,,,,
1,"Watson, Saskatchewan, municipal",[47096],698,,,,
1,"Yellow Grass, Saskatchewan, municipal",[47102],699,,,,
1,"Driftpile, Alberta, municipal",[48055],700,,,,
1,"Hobbema, Alberta, municipal",[48095],701,,,,
1,"Ladysmith, British Columbia, municipal",[59003],702,,,,
1,"Berwick, Nova Scotia, municipal",[12004],703,,,,
1,"Wolfville, Nova Scotia, municipal",[12056],704,,,,
1,"Blacks Harbour, New Brunswick, municipal",[13009],705,,,,
1,"Bedford, Quebec, municipal",[24028],706,,,,
1,"Estérel, Quebec, municipal",[24089],707,,,,
1,"Lebel-sur-Quévillon, Quebec, municipal",[24143],708,,,,
1,"L'Ancienne-Lorette, Quebec, municipal",[24194],709,,,,
1,"Québec, Quebec, municipal",[24232],710,,t,,
1,"Alexandria, Ontario, municipal",[35003],711,,,,
1,"Moore, Ontario, Ontario Provincial Police, municipal",[35080],712,,,,
1,"Fergus, Ontario, municipal",[35104],713,,,,
1,"Harriston, Ontario, municipal",[35127],714,,,,
1,"Listowel, Ontario, municipal",[35158],715,,,,
1,"Ottawa, Ontario, municipal",[35207],716,,,,
1,"Palmerston, Ontario, municipal",[35213],717,,,,
1,"Point Edward, Ontario, municipal",[35226],718,,,,
1,"Petrolia, Ontario, Ontario Provincial Police, municipal",[35485],719,,,,
1,"Macklin, Saskatchewan, municipal",[47099],720,,,,
1,"Churchbridge, Saskatchewan, municipal",[47100],721,,,,
1,"Blackfalds, Alberta, Royal Canadian Mounted Police, municipal",[48019],722,,,,
1,"Creston, British Columbia, Royal Canadian Mounted Police, municipal",[59036],723,,,,
1,"Peachland, British Columbia, Royal Canadian Mounted Police, municipal",[59037],724,,,,
1,"Spallumcheen, British Columbia, Royal Canadian Mounted Police, municipal",[59038],725,,,,
1,"Cornwall, Prince Edward Island, Royal Canadian Mounted Police, municipal",[11001],726,,,,
1,"Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal",[35219],727,,,,
1,"Thunder Bay (Neebing), Ontario, Ontario Provincial Police, municipal",[35220],728,,,,
1,"R.M. of Vanscoy No. 345, Saskatchewan, municipal",[47009],729,,,,
1,"Northern Rockies Regional Municipality, British Columbia, Royal Canadian Mounted Police, municipal",[59039],730,,,,
1,"Wilton, Saskatchewan, municipal",[47011],731,,,,
1,"Coaldale, Alberta, Royal Canadian Mounted Police, municipal",[48020],732,,,,
1,"Armstrong, British Columbia, Royal Canadian Mounted Police, municipal",[59041],733,,,,
1,"Osoyoos, British Columbia, Royal Canadian Mounted Police, municipal",[59042],734,,,,
1,"Fernie, British Columbia, Royal Canadian Mounted Police, municipal",[59043],735,,,,
1,"Springfield, Manitoba, municipal",[46053],736,,,,
1,"Westlock, Alberta, Royal Canadian Mounted Police, municipal",[48023],737,,,,
2,Population,,1,,,10,
2,"Total number of police officers",,2,,,2;17,
2,"Male police officers",,3,2,,2;17,
