REF_DATE,GEO,DGUID,CDUID,Authorized_police_officer_strength,Authorized_police_officer_strength_per100k_population,Crime_severity_index,Female_police_officers,Male_police_officers,Net_gain_or_loss_hirings_and_departures,Police_officers_eligible_to_retire,Police_officers_per_100k_population,Population,Total_number_of_civilian_and_other_personnel,Total_number_of_police_officers,Weighted_clearance_rate
2001,"Elliot Lake, Ontario, municipal",35411,3541,20,161.2,80,,,,,161.2,12408,12,20,55.35
2001,"Eskasoni, Nova Scotia, municipal",12065,1206,12,264.8,107.08,,,,,264.8,4531,8,12,38.92
2001,"Espanola, Ontario, municipal",35098,3509,9,159,74.44,,,,,159,5661,6,9,58.17
2001,"Esquimalt, British Columbia, municipal",59005,5900,33,196.2,134.66,4,29,,,196.2,16817,10,33,44.05
2001,"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal",35508,3550,20,97.9,54.5,,,,,97.9,20430,1,20,23.89
2001,"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal",35502,3550,25,83.5,48.33,5,20,,,83.5,29934,1,25,45.64
2001,"Essex County (Leamington), Ontario, Ontario Provincial Police, municipal",35156,3515,37,130.9,93.34,,,,,127.4,28260,9,36,37.4
2001,"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal",35506,3550,27,103.3,48.11,,,,,103.3,26143,3,27,35.51
2001,"Essex, Ontario, Ontario Provincial Police, municipal",35101,3510,29,138.7,61.5,4,22,,,124.3,20915,3,26,33.44
2001,"Essipit, Quebec, municipal",24115,2411,3,1140.7,,,,,,1140.7,263,0,3,
2001,"Esterhazy, Saskatchewan, Royal Canadian Mounted Police, municipal",47915,4791,3,125.2,96.31,,,,,125.2,2396,0,3,51.91
2001,"Estevan, Saskatchewan, municipal",47017,4701,23,220.2,93.7,,,,,162.7,10447,6,17,54.33
2001,"Estérel, Quebec, municipal",24089,2408,0,,,0,0,,,,,0,0,
2001,"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal",35481,3548,5,109.2,90.11,,,,,109.2,4578,0,5,29.35
2001,"Fairview, Alberta, Royal Canadian Mounted Police, municipal",48852,4885,4,123.7,75.44,,,,,123.7,3233,0,4,70.99
2001,"Farnham, Quebec, municipal",24088,2408,10,126.7,59.31,,,,,126.7,7894,6,10,60.97
2001,"Fergus, Ontario, municipal",35104,3510,,,,,,,,,,,,
2001,"Fermont, Quebec, municipal",24364,2436,7,235.1,54,,,,,235.1,2977,1,7,52.76
2001,"Fernie, British Columbia, Royal Canadian Mounted Police, municipal",59043,5904,,,,,,,,,,,,
2001,"File Hills First Nations, Saskatchewan, municipal",47001,4700,,,,,,,,,,,,
2001,"Flin Flon, Manitoba, Royal Canadian Mounted Police, municipal",46756,4675,11,170.7,106.94,,,,,170.7,6444,0,11,23.73
2001,"Fort Frances (Rainy River District), Ontario, Ontario Provincial Police, municipal",35464,3546,21,243.2,156.3,,,,,243.2,8634,0,21,47.06
2001,"Fort Macleod, Alberta, Royal Canadian Mounted Police, municipal",48817,4881,5,163.2,146.9,,,,,163.2,3064,0,5,49.99
2001,"Fort Qu'appelle, Saskatchewan, Royal Canadian Mounted Police, municipal",47808,4780,4,202,400.71,,,,,151.5,1980,0,3,41.5
2001,"Fort Saskatchewan, Alberta, Royal Canadian Mounted Police, municipal",48800,4880,16,118.9,64.24,,,,,118.9,13452,0,16,36.99
2001,"Fort St John, British Columbia, Royal Canadian Mounted Police, municipal",59838,5983,25,149.6,234.27,6,21,,,161.6,16713,0,27,39.82
2001,"Fox Creek, Alberta, Royal Canadian Mounted Police, municipal",48863,4886,3,125.2,163.26,,,,,125.2,2397,0,3,49.96
2001,"Fredericton, New Brunswick, municipal",13007,1300,94,189.3,93.06,17,77,,,189.3,49646,24,94,29.25
2001,"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal",35047,3504,13,76.2,55.22,6,7,,,76.2,17065,2,13,28.12
2001,"Gananoque, Ontario, municipal",35114,3511,11,205,163.93,,,,,205,5367,5,11,44.36
2001,"Gatineau, Quebec, municipal",24205,2420,139,120.9,87.15,10,129,,,120.9,115008,49,139,41.28
2001,"Gatineau, Quebec, municipal",24216,2421,,,,,,,,,,,,
2001,"Gesgapegiag Ameridian, Quebec, municipal",24122,2412,4,804.8,,0,4,,,804.8,497,2,4,
2001,"Gillam, Manitoba, Royal Canadian Mounted Police, municipal",46761,4676,4,329.8,149.26,,,,,329.8,1213,0,4,46.77
2001,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",46041,4604,,,,,,,,,,,,
2001,"Gimli, Manitoba, Royal Canadian Mounted Police, municipal",46791,4679,3,176.2,102.85,,,,,176.2,1703,0,3,48.48
2001,"Granby Canton, Quebec, municipal",24095,2409,15,129.7,40.67,0,15,,,129.7,11562,3,15,31.78
2001,"Granby, Quebec, municipal",24102,2410,55,122.2,73.51,,,,,122.2,45005,21,55,48.26
2001,"Grand Falls, New Brunswick, municipal",13012,1301,16,265.7,88.54,,,,,265.7,6021,4,16,51.6
2001,"Grand-mère, Quebec, municipal",24101,2410,27,201.1,81.86,,,,,193.6,13428,1,26,40.31
2001,"Grande Cache, Alberta, Royal Canadian Mounted Police, municipal",48794,4879,5,127.3,89.95,,,,,101.9,3927,0,4,48.9
2001,"Grande Prairie, Alberta, Royal Canadian Mounted Police, municipal",48846,4884,48,126.5,150.66,13,37,,,131.7,37951,0,50,34.75
2001,"Greater Sudbury, Ontario, municipal",35290,3529,241,149.5,94.61,46,195,,,149.5,161163,84,241,37.33
2001,"Greater Vancouver Transportation, British Columbia",59022,5902,,,,,,,,,,,,
2001,"Greenfield Park, Quebec, municipal",24103,2410,29,167.4,103.65,,,,,167.4,17321,16,29,43.56
2001,"Grenville County (Kemptville/Merrickville), Ontario, Ontario Provincial Police, municipal",35045,3504,3,102.7,48.22,,,,,102.7,2921,0,3,30.22
2001,"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal",35494,3549,6,42.5,19.92,,,,,42.5,14105,0,6,44.95
2001,"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal",35164,3516,,,,,,,,,,,,
2001,"Grenville County (Prescott/Augusta), Ontario, Ontario Provincial Police, municipal",35044,3504,6,75.7,33.99,,,,,75.7,7930,0,6,37.73
2001,"Grey County (Chatsworth), Ontario, Ontario Provincial Police, municipal",35121,3512,0,,,0,0,,,,,0,0,
2001,"Grey County (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal",35138,3513,0,,,0,0,,,,,0,0,
2001,"Grey County (Meaford), Ontario, Ontario Provincial Police, municipal",35137,3513,0,,,0,0,,,,,0,0,
2001,"Grimshaw, Alberta, Royal Canadian Mounted Police, municipal",48841,4884,3,120,99.56,,,,,120,2499,0,3,46.36
2001,"Guelph, Ontario, municipal",35123,3512,152,137.6,76.93,15,128,,,129.5,110426,57,143,31.6
2001,"Haldimand County, Ontario, Ontario Provincial Police, municipal",35142,3514,0,,,0,0,,,,,0,0,
2001,"Halifax, Nova Scotia, municipal",12020,1202,403,195,164.69,41,352,,,190.2,206646,185,393,26.53
2001,"Halton Region (Oakville/Burlington), Ontario, municipal",35048,3504,471,120.7,53.4,95,358,,,116.1,390235,155,453,38.63
2001,"Hamilton, Ontario, municipal",35125,3512,702,137.6,116.01,112,587,,,137,510073,266,699,34.98
2001,"Hampton, New Brunswick, Royal Canadian Mounted Police, municipal",13855,1385,4,97.3,57.43,,,,,97.3,4109,0,4,41.88
2001,"Hanna, Alberta, Royal Canadian Mounted Police, municipal",48714,4871,4,130.8,82,,,,,98.1,3059,1,3,44.12
2001,"Hanover, Ontario, municipal",35005,3500,20,164.4,78.49,,,,,156.2,12165,10,19,36.58
2001,"Hantsport, Nova Scotia, municipal",12021,1202,4,,,0,4,,,,,1,4,
2001,"Harriston, Ontario, municipal",35127,3512,,,,,,,,,,,,
2001,"Hawkesbury, Ontario, Ontario Provincial Police, municipal",35049,3504,17,158.5,121.35,,,,,158.5,10723,4,17,36.01
2001,"High Level, Alberta, Royal Canadian Mounted Police, municipal",48859,4885,8,226.1,253.33,,,,,226.1,3538,0,8,63.02
2001,"High Prairie, Alberta, Royal Canadian Mounted Police, municipal",48850,4885,6,213.4,330.66,,,,,249,2811,0,7,45.47
2001,"High River, Alberta, Royal Canadian Mounted Police, municipal",48720,4872,8,83.4,86.51,,,,,83.4,9592,0,8,49.58
2001,"Highway Safety Division (Highway 407), Ontario, Ontario Provincial Police, municipal",35171,3517,,,,,,,,,,,,
2001,"Hinton, Alberta, Royal Canadian Mounted Police, municipal",48930,4893,13,134.9,180.97,5,10,,,155.7,9635,0,15,30.46
2001,"Hobbema, Alberta, municipal",48090,4809,12,1311.5,,,,,,1311.5,915,8,12,
2001,"Hobbema, Alberta, municipal",48095,4809,0,,,0,0,,,,,0,0,
2001,"Hope, British Columbia, Royal Canadian Mounted Police, municipal",59749,5974,12,186.1,199.08,,,,,186.1,6449,0,12,33.64
2001,"Hudson Bay, Saskatchewan, Royal Canadian Mounted Police, municipal",47751,4775,3,164.8,122.13,,,,,164.8,1820,0,3,60.87
2001,"Hudson, Quebec, municipal",24107,2410,9,184,30.69,0,9,,,184,4890,1,9,21.93
2001,"Hull, Quebec, municipal",24108,2410,122,180.5,107.5,16,106,,,180.5,67604,54,122,37.58
2001,"Humboldt, Saskatchewan, Royal Canadian Mounted Police, municipal",47848,4784,5,94.8,74,,,,,94.8,5272,0,5,53.74
2001,"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal",35215,3521,,,,,,,,,,,,
2001,"Huron (Goderich), Ontario, Ontario Provincial Police, municipal",35493,3549,13,164.6,63.76,,,,,164.6,7897,1,13,33.88
2001,"Huron East, Ontario, Ontario Provincial Police, municipal",35480,3548,0,0,52.53,0,0,,,0,10051,0,0,34.59
2001,"Indian Head, Saskatchewan, Royal Canadian Mounted Police, municipal",47810,4781,2,111.4,49.98,,,,,111.4,1795,0,2,43.03
2001,"Ingersoll, Ontario, municipal",35141,3514,17,149,54.66,,,,,149,11406,15,17,53.31
2001,"Innisfail, Alberta, Royal Canadian Mounted Police, municipal",48875,4887,7,98.5,88.26,,,,,98.5,7106,0,7,41.56
2001,"Jaffray Melick, Ontario, Ontario Provincial Police, municipal",35029,3502,4,97.2,56.05,,,,,97.2,4116,0,4,31.76
2001,"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal",35058,3505,9,191.4,84.49,,,,,191.4,4702,2,9,57.48
2001,"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal",35117,3511,0,0,53.91,0,0,,,0,6049,0,0,53.36
2001,"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal",35476,3547,10,104.2,58.1,,,,,104.2,9593,1,10,52.81
2001,"James Bay (Smooth Rock Falls), Ontario, Ontario Provincial Police, municipal",35079,3507,2,105.2,40.58,,,,,105.2,1901,0,2,33.49
2001,"Joliette, Quebec, municipal",24116,2411,55,99.6,112.84,8,46,,,97.8,55219,10,54,26.3
2001,"Jonquière, Quebec, municipal",24117,2411,69,123.4,56.4,5,64,,,123.4,55913,24,69,32.46
2001,"Kahnawake First Nations, Quebec, municipal",24255,2425,0,,,0,0,,,,,0,0,
2001,"Kamloops, British Columbia, Royal Canadian Mounted Police, municipal",59763,5976,105,130.4,142.22,20,77,,,120.5,80492,0,97,31.94
2001,"Kamsack, Saskatchewan, Royal Canadian Mounted Police, municipal",47919,4791,5,243.9,477.58,,,,,243.9,2050,0,5,53.71
2001,"Kanesatake, Quebec, municipal",24198,2419,15,1124.4,137.32,0,14,,,1049.5,1334,5,14,64.74
2001,"Kativik Region, Quebec, municipal",24379,2437,43,437.1,131.93,,,,,467.6,9838,15,46,77.55
2001,"Kawartha Lakes, Ontario, municipal",35157,3515,33,76.6,85.43,7,26,,,76.6,43091,19,33,46.02
2001,"Keewatin, Ontario, Ontario Provincial Police, municipal",35030,3503,3,140.2,38.28,,,,,140.2,2140,0,3,44.84
2001,"Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",59765,5976,121,120.5,138.04,30,90,,,119.5,100383,0,120,30.74
2001,"Kennebecasis Regional Police Force, New Brunswick, municipal",13024,1302,31,118,25.94,5,26,,,118,26282,8,31,61.44
2001,"Kenora (Sioux Narrows-Nestor Falls), Ontario, Ontario Provincial Police, municipal",35031,3503,1,166.7,,,,,,166.7,600,0,1,
2001,"Kenora, Ontario, Ontario Provincial Police, municipal",35150,3515,,,,,,,,,,,,
2001,"Kenora, Ontario, municipal",35147,3514,31,303.7,230.75,,,,,303.7,10208,19,31,44
2001,"Kensington, Prince Edward Island, municipal",11009,1100,3,214.3,175.54,,,,,214.3,1400,0,3,0
2001,"Kent, British Columbia, Royal Canadian Mounted Police, municipal",59029,5902,,,,,,,,,,,,
2001,"Kentville, Nova Scotia, municipal",12023,1202,17,295.2,125.82,,,,,277.8,5759,1,16,46.74
2001,"Killaloe (Bonnechere Valley), Ontario, Ontario Provincial Police, municipal",35178,3517,,,,,,,,,,,,
2001,"Killarney, Manitoba, Royal Canadian Mounted Police, municipal",46730,4673,3,131.6,56.26,0,4,,,175.5,2279,0,4,38.26
2001,"Kimberley, British Columbia, Royal Canadian Mounted Police, municipal",59801,5980,9,133.2,100.81,,,,,133.2,6756,0,9,47.06
2001,"Kindersley, Saskatchewan, Royal Canadian Mounted Police, municipal",47852,4785,6,129.3,145.45,,,,,107.8,4639,0,5,54.39
2001,"Kingston, Ontario, municipal",35151,3515,166,139.8,89.29,26,135,,,135.6,118715,46,161,45.56
2001,"Kirkland Lake, Ontario, Ontario Provincial Police, municipal",35477,3547,19,212.5,123.88,,,,,212.5,8942,2,19,55.63
2001,"Kitigan Zibi Anishinabeg, Quebec, municipal",24159,2415,6,437.6,61.66,0,7,,,510.6,1371,1,7,57.15
2001,"Kitimat, British Columbia, Royal Canadian Mounted Police, municipal",59850,5985,15,139.9,69.21,5,10,,,139.9,10719,0,15,46.55
2001,"Klemtu, British Columbia, municipal",59006,5900,2,651.5,,,,,,651.5,307,0,2,
2001,"L'Ancienne-Lorette, Quebec, municipal",24194,2419,,,,,,,,,,,,
2001,"L'Assomption, Quebec, municipal",24135,2413,15,94.2,58.66,,,,,94.2,15932,5,15,30.78
2001,"L'île-perrot, Quebec, municipal",24113,2411,20,109.5,54.68,,,,,109.5,18273,10,20,33.01
2001,"La Baie, Quebec, municipal",24212,2421,31,152.5,50.5,,,,,152.5,20329,12,31,51.27
2001,"La Malbaie, Quebec, municipal",24128,2412,20,160.6,56.6,4,13,,,136.5,12455,3,17,41.57
2001,"La Plaine, Quebec, municipal",24136,2413,20,,,,,,,,,8,14,
2001,"La Pocatière, Quebec, municipal",24130,2413,0,,,0,0,,,,,0,0,
2001,"La Prairie, Quebec, municipal",24131,2413,22,114.2,69.22,,,,,119.4,19271,8,23,29.55
2001,"La Romaine, Quebec, municipal",24114,2411,3,311.9,,,,,,311.9,962,0,3,
2001,"La Ronge, Saskatchewan, Royal Canadian Mounted Police, municipal",47939,4793,8,286.5,458.62,4,5,,,322.3,2792,0,9,55.55
2001,"La Tuque, Quebec, municipal",24137,2413,23,199.6,77.86,,,,,182.3,11522,6,21,42.23
2001,"LaSalle, Ontario, municipal",35388,3538,30,113.9,40.28,,,,,110.1,26330,15,29,17.52
2001,"Labrador, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal",10501,1050,22,210,42.64,,,,,210,10477,3,22,52.35
2001,"Lac Brome, Quebec, municipal",24120,2412,8,144.2,65.12,,,,,126.2,5547,1,7,24.61
2001,"Lac La Biche, Alberta, Royal Canadian Mounted Police, municipal",48764,4876,5,175.7,274.8,0,5,,,175.7,2845,0,5,40.37
2001,"Lac Seul, Ontario, municipal",35153,3515,6,821.9,,,,,,821.9,730,2,6,
2001,"Lac Simon, Quebec, municipal",24167,2416,0,0,249.05,0,0,,,0,1012,0,0,40.55
2001,"Lac-mégantic, Quebec, municipal",24166,2416,8,133.1,55.23,0,8,,,133.1,6012,2,8,39.49
2001,"Lac-rapide, Quebec, municipal",24260,2426,,,,,,,,,,,,
2001,"Lac-rapide, Quebec, municipal",24274,2427,,,,,,,,,,,,
2001,"Lachenaie, Quebec, municipal",24109,2410,22,,,4,18,,,,,15,22,
2001,"Lachute, Quebec, municipal",24124,2412,25,133.4,85.88,,,,,133.4,18737,10,25,46.55
2001,"Lacombe, Alberta, municipal",48052,4805,11,114.3,79.32,,,,,114.3,9624,6,11,39.43
2001,"Ladysmith, British Columbia, Royal Canadian Mounted Police, municipal",59719,5971,7,102,94.49,,,,,102,6866,0,7,21.05
2001,"Ladysmith, British Columbia, municipal",59003,5900,0,,,0,0,,,,,0,0,
2001,"Lake Country, British Columbia, Royal Canadian Mounted Police, municipal",59748,5974,8,82.8,67.46,,,,,82.8,9661,0,8,26.33
2001,"Lake Cowichan, British Columbia, municipal",59007,5900,1,520.8,,,,,,520.8,192,0,1,
2001,"Lakeshore Regional, Alberta, municipal",48017,4801,,,,,,,,,,,,
2001,"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal",35015,3501,5,229.3,98.48,0,5,,,229.3,2181,1,5,34.61
2001,"Lambton (St. Clair/Lambton Shores), Ontario, Ontario Provincial Police, municipal",35090,3509,62,117.9,67.69,18,44,,,117.9,52574,6,62,37.74
2001,"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal",35043,3504,3,47.8,31.04,,,,,47.8,6281,0,3,41.28
2001,"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal",35140,3514,0,,,0,0,,,,,0,0,
2001,"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal",35075,3507,3,60.2,47.49,,,,,60.2,4982,0,3,31.3
2001,"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal",35037,3503,3,78.7,47.56,,,,,78.7,3814,0,3,27.5
2001,"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal",35221,3522,14,224.5,94.48,,,,,208.4,6237,17,13,39.1
2001,"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal",35040,3504,4,70.8,33.5,,,,,70.8,5653,0,4,34.43
2001,"Langford, British Columbia, Royal Canadian Mounted Police, municipal",59844,5984,25,127.3,117.45,5,20,,,127.3,19645,0,25,24.66
2001,"Langley City, British Columbia, Royal Canadian Mounted Police, municipal",59930,5993,41,166,234.26,8,33,,,166,24704,0,41,23.81
2001,"Langley Township, British Columbia, Royal Canadian Mounted Police, municipal",59731,5973,111,121.5,122.13,27,82,,,119.4,91323,0,109,20.41
2001,"Lanigan, Saskatchewan, Royal Canadian Mounted Police, municipal",47855,4785,2,152,104.47,,,,,152,1316,0,2,45.61
2001,"Laval, Quebec, municipal",24141,2414,422,120.6,88.53,82,366,,,128,349896,153,448,29.22
2001,"Le Gardeur, Quebec, municipal",24072,2407,24,,,,,,,,,11,24,
2001,"Leaf Rapids, Manitoba, Royal Canadian Mounted Police, municipal",46779,4677,4,297,150.55,0,5,,,371.2,1347,0,5,61.94
2001,"Lebel-sur-Quévillon, Quebec, municipal",24143,2414,0,,,0,0,,,,,0,0,
2001,"Leduc, Alberta, Royal Canadian Mounted Police, municipal",48798,4879,16,103.8,83.58,,,,,97.3,15412,0,15,47.78
2001,"Lery, Quebec, municipal",24149,2414,0,,,0,0,,,,,0,0,
2001,"Lethbridge Region, Alberta, municipal",48054,4805,113,163.4,128.98,8,105,,,163.4,69147,38,113,48.51
2001,"Listowel, Ontario, municipal",35158,3515,,,,,,,,,,,,
2001,"Listuguj, Quebec, municipal",24214,2421,8,544.6,,0,8,,,544.6,1469,2,8,
2001,"Lloydminster, Alberta, Royal Canadian Mounted Police, municipal",48007,4800,,,,,,,,,,,,
2001,"Lloydminster, Saskatchewan, Royal Canadian Mounted Police, municipal",47714,4771,26,121,152.79,4,21,,,116.4,21482,0,25,49.41
2001,"London, Ontario, municipal",35162,3516,466,133.2,110.65,68,400,,,133.7,349979,163,468,38.6
2001,"Longueuil, Quebec, municipal",24152,2415,184,140.9,118.61,30,155,,,141.7,130601,123,185,29.52
2001,"Longueuil, Quebec, municipal",24231,2423,0,,,0,0,,,,,0,0,
2001,"Loretteville, Quebec, municipal",24153,2415,53,86.6,54.04,8,45,,,86.6,61231,8,53,34.25
2001,"Lorraine, Quebec, municipal",24140,2414,6,62.1,35.51,,,,,72.4,9669,7,7,32.34
2001,"Lower Mainland Integrated Teams, British Columbia",59034,5903,,,,,,,,,,,,
2001,"Lunenburg, Nova Scotia, municipal",12029,1202,0,,,0,0,,,,,0,0,
2001,"Luseland, Saskatchewan, municipal",47098,4709,1,162.9,,,,,,162.9,614,1,1,
2001,"Lévis, Quebec, municipal",24148,2414,65,123,61.61,5,47,,,98.4,52861,24,52,35.47
2001,"Lévis, Quebec, municipal",24219,2421,0,,,0,0,,,,,0,0,
2001,"Mackenzie, British Columbia, Royal Canadian Mounted Police, municipal",59929,5992,8,147.5,74.85,,,,,147.5,5423,0,8,39.29
2001,"Macklin, Saskatchewan, municipal",47099,4709,0,,,0,0,,,,,0,0,
2001,"Magog, Quebec, municipal",24157,2415,33,116.8,84.67,4,36,,,141.6,28244,18,40,35.04
2001,"Manawan, Quebec, municipal",24119,2411,11,655.5,123.67,0,11,,,655.5,1678,1,11,21.39
2001,"Manitoba First Nations, Manitoba, municipal",46070,4607,26,539.8,363.75,,,,,332.2,4817,7,16,44.55
2001,"Maple Creek, Saskatchewan, Royal Canadian Mounted Police, municipal",47895,4789,3,129.5,161.02,,,,,129.5,2316,0,3,48.57
2001,"Maple Ridge, British Columbia, Royal Canadian Mounted Police, municipal",59727,5972,68,102.7,154.1,25,43,,,102.7,66242,0,68,22.88
2001,"Marathon, Ontario, Ontario Provincial Police, municipal",35471,3547,8,174.5,56.31,,,,,174.5,4585,1,8,54.75
2001,"Marieville, Quebec, municipal",24180,2418,11,149,77.62,,,,,108.4,7381,5,8,40.96
2001,"Markdale (Grey Highlands), Ontario, Ontario Provincial Police, municipal",35100,3510,8,83.8,65.42,,,,,83.8,9548,1,8,43.47
2001,"Martensville, Saskatchewan, Royal Canadian Mounted Police, municipal",47004,4700,,,,,,,,,,,,
2001,"Mascouche, Quebec, municipal",24165,2416,29,96.2,65.9,,,,,96.2,30153,21,29,28.1
2001,"Mashteuiatsh First Nations, Quebec, municipal",24147,2414,8,421.5,50.27,0,8,,,421.5,1898,1,8,58.16
2001,"Matane, Quebec, municipal",24164,2416,19,160.3,101.13,0,19,,,160.3,11855,7,19,46.37
2001,"McAdam, New Brunswick, Royal Canadian Mounted Police, municipal",13769,1376,3,192.8,58.33,,,,,192.8,1556,0,3,36.58
2001,"Meadow Lake, Saskatchewan, Royal Canadian Mounted Police, municipal",47718,4771,10,213.8,311.52,5,4,,,192.4,4677,0,9,42.02
2001,"Meaford-Thornbury, Ontario, municipal",35001,3500,15,227.8,61.25,0,15,,,227.8,6584,2,15,48.51
2001,"Medicine Hat, Alberta, municipal",48062,4806,84,159.8,94.79,4,78,,,156,52572,29,82,47.24
2001,"Melfort, Saskatchewan, Royal Canadian Mounted Police, municipal",47757,4775,7,123.4,116.38,,,,,105.8,5672,0,6,41.85
2001,"Melville, Saskatchewan, Royal Canadian Mounted Police, municipal",47923,4792,5,110.1,87.71,0,5,,,110.1,4542,0,5,45.98
2001,"Mercier, Quebec, municipal",24170,2417,10,103.8,32.12,0,10,,,103.8,9630,4,10,37.23
2001,"Merritt, British Columbia, Royal Canadian Mounted Police, municipal",59783,5978,12,162.6,217.09,,,,,176.1,7381,0,13,42.62
2001,"Middlesex (Thames Centre), Ontario, Ontario Provincial Police, municipal",35201,3520,,,,,,,,,,,,
2001,"Middlesex, Ontario, Ontario Provincial Police, rural",35183,3518,,,,,,,,,,,,
2001,"Middleton, Nova Scotia, municipal",12031,1203,0,,,0,0,,,,,0,0,
2001,"Midland, Ontario, municipal",35177,3517,25,148.4,124.09,,,,,148.4,16849,12,25,36.83
2001,"Mingan, Quebec, municipal",24125,2412,2,501.3,,,,,,501.3,399,1,2,
2001,"Minnedosa, Manitoba, Royal Canadian Mounted Police, municipal",46735,4673,4,160.6,85.08,0,4,,,160.6,2491,0,4,33.86
2001,"Mirabel, Quebec, municipal",24273,2427,41,91.7,73.77,5,36,,,91.7,44699,16,41,30.62
2001,"Miramichi, New Brunswick, municipal",13015,1301,41,215.5,108.54,,,,,210.2,19027,20,40,70.42
2001,"Mission, British Columbia, Royal Canadian Mounted Police, municipal",59734,5973,45,138,179.46,7,37,,,134.9,32614,0,44,23.8
2001,"Mississippi Mills, Ontario, Ontario Provincial Police, rural",35036,3503,8,66.1,40.13,,,,,66.1,12101,1,8,31.85
2001,"Mistissini, Quebec, municipal",24374,2437,0,0,,0,0,,,0,2652,0,0,
2001,"Mont-Tremblant, Quebec, municipal",24283,2428,20,234.9,151.46,4,16,,,234.9,8516,5,20,34.13
2001,"Mont-joli, Quebec, municipal",24171,2417,9,134.2,56.05,0,9,,,134.2,6706,1,9,58.28
2001,"Mont-st-hilaire, Quebec, municipal",24187,2418,0,,,0,0,,,,,0,0,
2001,"Montague, Prince Edward Island, Royal Canadian Mounted Police, municipal",11709,1170,3,152.9,175.81,,,,,152.9,1962,0,3,50.77
2001,"Montcalm, Quebec, municipal",24188,2418,26,104.2,120.46,4,19,,,92.2,24955,11,23,31.39
2001,"Montmagny, Quebec, municipal",24173,2417,14,117.9,76.43,,,,,117.9,11875,3,14,64.11
2001,"Montréal, Quebec, municipal",24175,2417,4239,228.9,141.47,923,3159,,,220.4,1851746,946,4082,29.87
2001,"Moore, Ontario, Ontario Provincial Police, municipal",35080,3508,,,,,,,,,,,,
2001,"Moose Jaw, Saskatchewan, municipal",47045,4704,57,173.8,149.54,,,,,173.8,32800,23,57,39.7
2001,"Moosomin, Saskatchewan, Royal Canadian Mounted Police, municipal",47817,4781,3,124.6,129.24,,,,,124.6,2408,0,3,68.54
2001,"Morden, Manitoba, municipal",46033,4603,7,110.5,77.67,0,6,,,94.7,6335,2,6,59.41
2001,"Morin Heights, Quebec, municipal",24045,2404,6,228.6,53.71,,,,,228.6,2625,1,6,0
2001,"Morinville, Alberta, Royal Canadian Mounted Police, municipal",48897,4889,6,89.5,72.84,0,6,,,89.5,6706,0,6,39.82
2001,"Mount Forest (Southgate), Ontario, Ontario Provincial Police, municipal",35103,3510,5,69.7,39.93,,,,,69.7,7170,0,5,46.79
2001,"Municipality of Trent Lakes, Ontario, Ontario Provincial Police, municipal",35020,3502,10,220.3,96.94,,,,,220.3,4540,1,10,29.94
2001,"Métabetchouan, Quebec, municipal",24362,2436,0,,,0,0,,,,,0,0,
2001,"Nanaimo, British Columbia, Royal Canadian Mounted Police, municipal",59904,5990,112,146.7,160.77,20,95,,,150.6,76351,0,115,31.44
2001,"Napanee (Deseronto), Ontario, Ontario Provincial Police, rural",35122,3512,0,,,0,0,,,,,0,0,
2001,"Napanee (Greater Napanee), Ontario, Ontario Provincial Police, municipal",35097,3509,19,121,104.76,5,14,,,121,15707,2,19,43.59
2001,"Napanee (Loyalist), Ontario, Ontario Provincial Police, municipal",35099,3509,17,112.2,61.15,,,,,112.2,15146,1,17,55.43
2001,"Napanee (Stone Mills), Ontario, Ontario Provincial Police, municipal",35035,3503,5,65.7,49.38,,,,,65.7,7616,0,5,31.14
2001,"Naskapi (Kawawachikamach), Quebec, municipal",24381,2438,4,727.3,,,,,,909.1,550,2,5,
2001,"Natasquan, Quebec, municipal",24126,2412,,,,,,,,,,,,
2001,"Neepawa, Manitoba, Royal Canadian Mounted Police, municipal",46733,4673,4,117.2,116.22,,,,,117.2,3414,0,4,23.73
2001,"Neguac, New Brunswick, Royal Canadian Mounted Police, municipal",13707,1370,3,,,,,,,,,0,3,
2001,"Nelson, British Columbia, municipal",59011,5901,17,175.5,116.63,,,,,175.5,9689,6,17,33.5
